TheTime,AIN0,AIN1,AIN2,AIN3
42333.60272590,2.399794,2.587408,2.446080,1.384634
42333.60272591,2.404825,2.602515,2.451109,1.379605
42333.60272592,2.404825,2.607551,2.451109,1.384634
42333.60272594,2.404825,2.607551,2.441051,1.379605
42333.60272595,2.404825,2.597479,2.446080,1.384634
42333.60272596,2.409857,2.602515,2.446080,1.379605
42333.60272597,2.399794,2.587408,2.451109,1.384634
42333.60272598,2.394762,2.587408,2.451109,1.394692
42333.60272599,2.394762,2.602515,2.451109,1.384634
42333.60272600,2.394762,2.592444,2.446080,1.379605
42333.60272602,2.409857,2.597479,2.441051,1.389663
42333.60272603,2.409857,2.592444,2.446080,1.384634
42333.60272604,2.409857,2.597479,2.446080,1.389663
42333.60272605,2.399794,2.597479,2.446080,1.384634
42333.60272606,2.399794,2.597479,2.451109,1.384634
42333.60272607,2.409857,2.597479,2.446080,1.384634
42333.60272609,2.404825,2.587408,2.441051,1.389663
42333.60272610,2.399794,2.587408,2.446080,1.384634
42333.60272611,2.399794,2.597479,2.456138,1.384634
42333.60272612,2.399794,2.597479,2.451109,1.379605
42333.60272613,2.404825,2.597479,2.451109,1.389663
42333.60272614,2.409857,2.607551,2.451109,1.384634
42333.60272616,2.409857,2.602515,2.451109,1.384634
42333.60272617,2.409857,2.607551,2.451109,1.379605
42333.60272618,2.409857,2.602515,2.451109,1.384634
42333.60272619,2.399794,2.597479,2.456138,1.384634
42333.60272620,2.389730,2.587408,2.456138,1.384634
42333.60272621,2.384699,2.592444,2.456138,1.394692
42333.60272622,2.389730,2.602515,2.441051,1.394692
42333.60272624,2.389730,2.597479,2.451109,1.384634
42333.60272625,2.404825,2.597479,2.456138,1.384634
42333.60272626,2.414889,2.597479,2.446080,1.394692
42333.60272627,2.419920,2.607551,2.446080,1.389663
42333.60272628,2.414889,2.602515,2.451109,1.389663
42333.60272629,2.414889,2.602515,2.456138,1.384634
42333.60272631,2.399794,2.597479,2.456138,1.384634
42333.60272632,2.394762,2.587408,2.461167,1.389663
42333.60272633,2.389730,2.587408,2.456138,1.389663
42333.60272634,2.389730,2.592444,2.451109,1.384634
42333.60272635,2.394762,2.597479,2.456138,1.384634
42333.60272636,2.414889,2.597479,2.451109,1.384634
42333.60272637,2.429984,2.602515,2.446080,1.389663
42333.60272639,2.419920,2.597479,2.451109,1.384634
42333.60272640,2.414889,2.597479,2.446080,1.384634
42333.60272641,2.409857,2.602515,2.451109,1.384634
42333.60272642,2.394762,2.597479,2.456138,1.379605
42333.60272643,2.389730,2.602515,2.451109,1.384634
42333.60272644,2.389730,2.592444,2.451109,1.384634
42333.60272646,2.394762,2.602515,2.446080,1.384634
42333.60272647,2.389730,2.597479,2.451109,1.384634
42333.60272648,2.399794,2.597479,2.451109,1.379605
42333.60272649,2.409857,2.597479,2.446080,1.384634
42333.60272650,2.409857,2.602515,2.451109,1.389663
42333.60272651,2.409857,2.602515,2.446080,1.384634
42333.60272653,2.409857,2.602515,2.461167,1.384634
42333.60272654,2.404825,2.597479,2.456138,1.374576
42333.60272655,2.394762,2.587408,2.456138,1.384634
42333.60272656,2.389730,2.587408,2.451109,1.384634
42333.60272657,2.389730,2.597479,2.451109,1.384634
42333.60272658,2.394762,2.597479,2.446080,1.379605
42333.60272659,2.399794,2.592444,2.456138,1.384634
42333.60272661,2.399794,2.597479,2.451109,1.384634
42333.60272662,2.409857,2.602515,2.456138,1.389663
42333.60272663,2.409857,2.592444,2.451109,1.384634
42333.60272664,2.409857,2.602515,2.451109,1.384634
42333.60272665,2.404825,2.597479,2.456138,1.384634
42333.60272666,2.394762,2.587408,2.456138,1.384634
42333.60272668,2.394762,2.592444,2.441051,1.384634
42333.60272669,2.389730,2.597479,2.451109,1.384634
42333.60272670,2.394762,2.597479,2.446080,1.384634
42333.60272671,2.404825,2.602515,2.451109,1.379605
42333.60272672,2.409857,2.607551,2.446080,1.394692
42333.60272673,2.414889,2.592444,2.446080,1.384634
42333.60272675,2.414889,2.597479,2.441051,1.384634
42333.60272676,2.404825,2.597479,2.451109,1.379605
42333.60272677,2.399794,2.597479,2.451109,1.379605
42333.60272678,2.394762,2.587408,2.461167,1.379605
42333.60272679,2.394762,2.597479,2.456138,1.389663
42333.60272680,2.394762,2.602515,2.446080,1.384634
42333.60272681,2.399794,2.597479,2.451109,1.399721
42333.60272683,2.404825,2.597479,2.451109,1.384634
42333.60272684,2.419920,2.602515,2.446080,1.379605
42333.60272685,2.414889,2.602515,2.451109,1.379605
42333.60272686,2.424952,2.597479,2.451109,1.399721
42333.60272687,2.404825,2.602515,2.446080,1.384634
42333.60272688,2.399794,2.597479,2.456138,1.389663
42333.60272690,2.389730,2.592444,2.456138,1.394692
42333.60272691,2.389730,2.592444,2.456138,1.384634
42333.60272692,2.394762,2.602515,2.436022,1.369547
42333.60272693,2.399794,2.592444,2.446080,1.384634
42333.60272694,2.404825,2.592444,2.446080,1.389663
42333.60272695,2.419920,2.597479,2.446080,1.379605
42333.60272697,2.409857,2.602515,2.446080,1.389663
42333.60272698,2.404825,2.597479,2.441051,1.374576
42333.60272699,2.404825,2.597479,2.451109,1.384634
42333.60272700,2.399794,2.597479,2.446080,1.389663
42333.60272701,2.389730,2.602515,2.446080,1.389663
42333.60272702,2.394762,2.592444,2.451109,1.384634
42333.60272703,2.394762,2.592444,2.451109,1.384634
42333.60272705,2.399794,2.597479,2.456138,1.384634
42333.60272706,2.414889,2.592444,2.441051,1.384634
42333.60272707,2.414889,2.602515,2.446080,1.379605
42333.60272708,2.414889,2.602515,2.451109,1.384634
42333.60272709,2.404825,2.602515,2.456138,1.379605
42333.60272710,2.399794,2.602515,2.456138,1.384634
42333.60272712,2.399794,2.597479,2.461167,1.384634
42333.60272713,2.394762,2.587408,2.451109,1.384634
42333.60272714,2.394762,2.587408,2.451109,1.389663
42333.60272715,2.394762,2.592444,2.436022,1.399721
42333.60272716,2.394762,2.602515,2.441051,1.384634
42333.60272717,2.404825,2.597479,2.446080,1.384634
42333.60272719,2.409857,2.597479,2.446080,1.384634
42333.60272720,2.414889,2.607551,2.446080,1.379605
42333.60272721,2.409857,2.597479,2.461167,1.384634
42333.60272722,2.419920,2.602515,2.446080,1.379605
42333.60272723,2.409857,2.602515,2.451109,1.384634
42333.60272724,2.394762,2.592444,2.451109,1.389663
42333.60272725,2.394762,2.592444,2.446080,1.384634
42333.60272727,2.399794,2.597479,2.451109,1.384634
42333.60272728,2.399794,2.602515,2.456138,1.384634
42333.60272729,2.404825,2.612587,2.446080,1.384634
42333.60272730,2.409857,2.607551,2.456138,1.394692
42333.60272731,2.409857,2.607551,2.451109,1.384634
42333.60272732,2.404825,2.602515,2.446080,1.384634
42333.60272734,2.404825,2.602515,2.456138,1.384634
42333.60272735,2.399794,2.597479,2.461167,1.384634
42333.60272736,2.394762,2.587408,2.466196,1.389663
42333.60272737,2.399794,2.592444,2.461167,1.389663
42333.60272738,2.394762,2.597479,2.456138,1.389663
42333.60272739,2.399794,2.592444,2.451109,1.384634
42333.60272740,2.409857,2.592444,2.451109,1.389663
42333.60272742,2.409857,2.607551,2.446080,1.389663
42333.60272743,2.404825,2.602515,2.446080,1.379605
42333.60272744,2.394762,2.597479,2.456138,1.394692
42333.60272745,2.414889,2.597479,2.456138,1.384634
42333.60272746,2.399794,2.592444,2.451109,1.384634
42333.60272747,2.404825,2.587408,2.456138,1.384634
42333.60272749,2.394762,2.602515,2.441051,1.394692
42333.60272750,2.409857,2.592444,2.446080,1.384634
42333.60272751,2.394762,2.592444,2.451109,1.379605
42333.60272752,2.404825,2.597479,2.441051,1.384634
42333.60272753,2.409857,2.597479,2.451109,1.379605
42333.60272754,2.404825,2.607551,2.456138,1.379605
42333.60272756,2.404825,2.607551,2.456138,1.384634
42333.60272757,2.409857,2.597479,2.456138,1.384634
42333.60272758,2.394762,2.597479,2.456138,1.379605
42333.60272759,2.394762,2.597479,2.466196,1.394692
42333.60272760,2.394762,2.587408,2.461167,1.384634
42333.60272761,2.394762,2.592444,2.446080,1.379605
42333.60272762,2.399794,2.602515,2.456138,1.384634
42333.60272764,2.404825,2.592444,2.456138,1.379605
42333.60272765,2.409857,2.597479,2.456138,1.384634
42333.60272766,2.404825,2.597479,2.456138,1.394692
42333.60272767,2.414889,2.602515,2.451109,1.389663
42333.60272768,2.409857,2.597479,2.456138,1.384634
42333.60272769,2.404825,2.592444,2.456138,1.384634
42333.60272771,2.399794,2.597479,2.451109,1.389663
42333.60272772,2.394762,2.592444,2.451109,1.384634
42333.60272773,2.394762,2.597479,2.446080,1.394692
42333.60272774,2.394762,2.587408,2.446080,1.379605
42333.60272775,2.404825,2.607551,2.451109,1.384634
42333.60272776,2.399794,2.602515,2.451109,1.394692
42333.60272778,2.419920,2.597479,2.441051,1.384634
42333.60272779,2.399794,2.592444,2.451109,1.384634
42333.60272780,2.404825,2.602515,2.466196,1.384634
42333.60272781,2.404825,2.587408,2.456138,1.379605
42333.60272782,2.399794,2.592444,2.451109,1.379605
42333.60272783,2.399794,2.592444,2.456138,1.384634
42333.60272784,2.389730,2.597479,2.451109,1.384634
42333.60272786,2.399794,2.587408,2.451109,1.389663
42333.60272787,2.409857,2.592444,2.451109,1.389663
42333.60272788,2.404825,2.607551,2.446080,1.389663
42333.60272789,2.409857,2.597479,2.436022,1.379605
42333.60272790,2.404825,2.607551,2.436022,1.379605
42333.60272791,2.409857,2.602515,2.446080,1.384634
42333.60272793,2.394762,2.587408,2.446080,1.389663
42333.60272794,2.399794,2.587408,2.446080,1.384634
42333.60272795,2.394762,2.602515,2.446080,1.389663
42333.60272796,2.394762,2.602515,2.436022,1.389663
42333.60272797,2.394762,2.597479,2.441051,1.384634
42333.60272798,2.409857,2.602515,2.446080,1.379605
42333.60272800,2.409857,2.597479,2.451109,1.384634
42333.60272801,2.404825,2.597479,2.446080,1.384634
42333.60272802,2.414889,2.592444,2.451109,1.389663
42333.60272803,2.409857,2.602515,2.446080,1.389663
42333.60272804,2.399794,2.592444,2.456138,1.389663
42333.60272805,2.394762,2.582372,2.451109,1.394692
42333.60272806,2.399794,2.587408,2.446080,1.379605
42333.60272808,2.399794,2.592444,2.451109,1.379605
42333.60272809,2.399794,2.587408,2.456138,1.379605
42333.60272810,2.409857,2.587408,2.456138,1.384634
42333.60272811,2.409857,2.582372,2.446080,1.384634
42333.60272812,2.409857,2.597479,2.456138,1.379605
42333.60272813,2.409857,2.592444,2.451109,1.379605
42333.60272815,2.419920,2.597479,2.456138,1.384634
42333.60272816,2.404825,2.592444,2.461167,1.384634
42333.60272817,2.399794,2.597479,2.451109,1.399721
42333.60272818,2.404825,2.597479,2.456138,1.384634
42333.60272819,2.394762,2.592444,2.461167,1.389663
42333.60272820,2.399794,2.587408,2.456138,1.389663
42333.60272822,2.404825,2.592444,2.446080,1.374576
42333.60272823,2.414889,2.597479,2.446080,1.379605
42333.60272824,2.404825,2.597479,2.451109,1.389663
42333.60272825,2.409857,2.597479,2.441051,1.379605
42333.60272826,2.399794,2.602515,2.451109,1.379605
42333.60272827,2.399794,2.592444,2.446080,1.384634
42333.60272828,2.394762,2.587408,2.451109,1.384634
42333.60272830,2.394762,2.592444,2.446080,1.379605
42333.60272831,2.399794,2.602515,2.451109,1.394692
42333.60272832,2.399794,2.592444,2.456138,1.389663
42333.60272833,2.409857,2.592444,2.456138,1.384634
42333.60272834,2.414889,2.597479,2.451109,1.384634
42333.60272835,2.404825,2.602515,2.456138,1.384634
42333.60272837,2.409857,2.602515,2.456138,1.389663
42333.60272838,2.399794,2.602515,2.446080,1.379605
42333.60272839,2.394762,2.587408,2.451109,1.379605
42333.60272840,2.394762,2.592444,2.456138,1.384634
42333.60272841,2.394762,2.587408,2.451109,1.389663
42333.60272842,2.404825,2.592444,2.451109,1.379605
42333.60272844,2.404825,2.587408,2.451109,1.384634
42333.60272845,2.414889,2.597479,2.451109,1.389663
42333.60272846,2.414889,2.607551,2.446080,1.389663
42333.60272847,2.409857,2.597479,2.451109,1.379605
42333.60272848,2.399794,2.602515,2.451109,1.384634
42333.60272849,2.404825,2.597479,2.446080,1.384634
42333.60272850,2.404825,2.592444,2.441051,1.389663
42333.60272852,2.389730,2.592444,2.446080,1.384634
42333.60272853,2.394762,2.602515,2.446080,1.399721
42333.60272854,2.399794,2.597479,2.451109,1.384634
42333.60272855,2.404825,2.597479,2.451109,1.379605
42333.60272856,2.409857,2.602515,2.446080,1.384634
42333.60272857,2.414889,2.602515,2.441051,1.384634
42333.60272859,2.409857,2.602515,2.451109,1.389663
42333.60272860,2.399794,2.597479,2.461167,1.389663
42333.60272861,2.404825,2.602515,2.461167,1.384634
42333.60272862,2.394762,2.597479,2.456138,1.384634
42333.60272863,2.389730,2.587408,2.456138,1.379605
42333.60272864,2.399794,2.597479,2.446080,1.384634
42333.60272865,2.399794,2.592444,2.451109,1.384634
42333.60272867,2.404825,2.587408,2.456138,1.379605
42333.60272868,2.404825,2.597479,2.456138,1.379605
42333.60272869,2.419920,2.607551,2.446080,1.379605
42333.60272870,2.419920,2.602515,2.456138,1.384634
42333.60272871,2.419920,2.602515,2.451109,1.389663
42333.60272872,2.414889,2.597479,2.446080,1.389663
42333.60272874,2.404825,2.592444,2.456138,1.379605
42333.60272875,2.394762,2.587408,2.456138,1.389663
42333.60272876,2.394762,2.592444,2.451109,1.384634
42333.60272877,2.399794,2.592444,2.446080,1.384634
42333.60272878,2.399794,2.602515,2.441051,1.384634
42333.60272879,2.409857,2.602515,2.441051,1.384634
42333.60272881,2.409857,2.607551,2.451109,1.384634
42333.60272882,2.404825,2.602515,2.456138,1.394692
42333.60272883,2.409857,2.607551,2.451109,1.379605
42333.60272884,2.399794,2.587408,2.466196,1.384634
42333.60272885,2.399794,2.587408,2.461167,1.389663
42333.60272886,2.394762,2.592444,2.456138,1.389663
42333.60272887,2.384699,2.592444,2.461167,1.384634
42333.60272889,2.389730,2.592444,2.441051,1.399721
42333.60272890,2.394762,2.597479,2.441051,1.379605
42333.60272891,2.409857,2.602515,2.451109,1.379605
42333.60272892,2.404825,2.597479,2.451109,1.384634
42333.60272893,2.404825,2.597479,2.451109,1.384634
42333.60272894,2.404825,2.597479,2.446080,1.389663
42333.60272896,2.404825,2.602515,2.451109,1.394692
42333.60272897,2.394762,2.577336,2.456138,1.379605
42333.60272898,2.389730,2.587408,2.451109,1.389663
42333.60272899,2.394762,2.592444,2.441051,1.384634
42333.60272900,2.394762,2.592444,2.446080,1.384634
42333.60272901,2.399794,2.592444,2.441051,1.384634
42333.60272903,2.409857,2.597479,2.441051,1.379605
42333.60272904,2.404825,2.607551,2.441051,1.384634
42333.60272905,2.399794,2.597479,2.436022,1.384634
42333.60272906,2.394762,2.597479,2.446080,1.389663
42333.60272907,2.409857,2.597479,2.451109,1.384634
42333.60272908,2.394762,2.587408,2.456138,1.389663
42333.60272909,2.389730,2.597479,2.451109,1.384634
42333.60272911,2.394762,2.597479,2.451109,1.384634
42333.60272912,2.394762,2.592444,2.441051,1.384634
42333.60272913,2.399794,2.592444,2.446080,1.389663
42333.60272914,2.399794,2.592444,2.446080,1.389663
42333.60272915,2.394762,2.602515,2.446080,1.384634
42333.60272916,2.399794,2.592444,2.451109,1.389663
42333.60272918,2.404825,2.607551,2.451109,1.384634
42333.60272919,2.409857,2.597479,2.456138,1.379605
42333.60272920,2.394762,2.587408,2.451109,1.384634
42333.60272921,2.394762,2.587408,2.441051,1.379605
42333.60272922,2.394762,2.592444,2.441051,1.384634
42333.60272923,2.394762,2.587408,2.446080,1.384634
42333.60272925,2.404825,2.592444,2.446080,1.379605
42333.60272926,2.399794,2.597479,2.441051,1.379605
42333.60272927,2.409857,2.592444,2.436022,1.384634
42333.60272928,2.399794,2.592444,2.451109,1.384634
42333.60272929,2.404825,2.602515,2.446080,1.389663
42333.60272930,2.399794,2.592444,2.446080,1.379605
42333.60272931,2.394762,2.592444,2.446080,1.379605
42333.60272933,2.399794,2.597479,2.451109,1.389663
42333.60272934,2.394762,2.597479,2.456138,1.379605
42333.60272935,2.394762,2.587408,2.451109,1.384634
42333.60272936,2.399794,2.587408,2.456138,1.384634
42333.60272937,2.404825,2.602515,2.446080,1.379605
42333.60272938,2.409857,2.602515,2.446080,1.384634
42333.60272940,2.409857,2.597479,2.446080,1.394692
42333.60272941,2.409857,2.602515,2.446080,1.384634
42333.60272942,2.389730,2.597479,2.461167,1.389663
42333.60272943,2.389730,2.582372,2.456138,1.379605
42333.60272944,2.389730,2.582372,2.456138,1.384634
42333.60272945,2.399794,2.597479,2.446080,1.384634
42333.60272947,2.399794,2.592444,2.451109,1.389663
42333.60272948,2.409857,2.592444,2.451109,1.384634
42333.60272949,2.414889,2.597479,2.446080,1.379605
42333.60272950,2.404825,2.597479,2.451109,1.379605
42333.60272951,2.404825,2.607551,2.446080,1.374576
42333.60272952,2.409857,2.607551,2.446080,1.379605
42333.60272953,2.399794,2.602515,2.451109,1.379605
42333.60272955,2.394762,2.592444,2.451109,1.389663
42333.60272956,2.394762,2.587408,2.441051,1.374576
42333.60272957,2.394762,2.597479,2.441051,1.379605
42333.60272958,2.394762,2.592444,2.446080,1.384634
42333.60272959,2.399794,2.592444,2.446080,1.379605
42333.60272960,2.414889,2.592444,2.446080,1.384634
42333.60272962,2.404825,2.602515,2.456138,1.394692
42333.60272963,2.414889,2.597479,2.456138,1.374576
42333.60272964,2.409857,2.597479,2.451109,1.384634
42333.60272965,2.409857,2.597479,2.451109,1.384634
42333.60272966,2.399794,2.592444,2.456138,1.384634
42333.60272967,2.389730,2.582372,2.456138,1.384634
42333.60272969,2.394762,2.597479,2.446080,1.399721
42333.60272970,2.394762,2.592444,2.451109,1.384634
42333.60272971,2.399794,2.597479,2.446080,1.384634
42333.60272972,2.409857,2.597479,2.446080,1.379605
42333.60272973,2.409857,2.597479,2.441051,1.389663
42333.60272974,2.414889,2.602515,2.451109,1.384634
42333.60272975,2.409857,2.607551,2.451109,1.394692
42333.60272977,2.404825,2.597479,2.446080,1.379605
42333.60272978,2.399794,2.592444,2.451109,1.384634
42333.60272979,2.399794,2.597479,2.441051,1.384634
42333.60272980,2.399794,2.597479,2.446080,1.389663
42333.60272981,2.399794,2.592444,2.441051,1.379605
42333.60272982,2.409857,2.592444,2.441051,1.384634
42333.60272984,2.409857,2.597479,2.436022,1.384634
42333.60272985,2.404825,2.607551,2.436022,1.379605
42333.60272986,2.404825,2.607551,2.446080,1.379605
42333.60272987,2.404825,2.597479,2.446080,1.384634
42333.60272988,2.389730,2.592444,2.451109,1.389663
42333.60272989,2.394762,2.587408,2.446080,1.379605
42333.60272990,2.394762,2.592444,2.451109,1.384634
42333.60272992,2.394762,2.597479,2.451109,1.384634
42333.60272993,2.394762,2.592444,2.451109,1.384634
42333.60272994,2.399794,2.592444,2.451109,1.379605
42333.60272995,2.409857,2.592444,2.456138,1.394692
42333.60272996,2.409857,2.597479,2.456138,1.384634
42333.60272997,2.409857,2.602515,2.451109,1.384634
42333.60272999,2.409857,2.602515,2.446080,1.384634
42333.60273000,2.394762,2.602515,2.451109,1.389663
42333.60273001,2.389730,2.592444,2.451109,1.384634
42333.60273002,2.389730,2.592444,2.451109,1.384634
42333.60273003,2.404825,2.592444,2.456138,1.384634
42333.60273004,2.394762,2.597479,2.451109,1.384634
42333.60273006,2.404825,2.587408,2.446080,1.389663
42333.60273007,2.409857,2.597479,2.446080,1.384634
42333.60273008,2.404825,2.602515,2.446080,1.379605
42333.60273009,2.404825,2.602515,2.441051,1.384634
42333.60273010,2.404825,2.592444,2.446080,1.389663
42333.60273011,2.399794,2.597479,2.446080,1.379605
42333.60273012,2.394762,2.587408,2.451109,1.389663
42333.60273014,2.389730,2.587408,2.446080,1.384634
42333.60273015,2.394762,2.597479,2.451109,1.384634
42333.60273016,2.389730,2.592444,2.441051,1.384634
42333.60273017,2.404825,2.587408,2.451109,1.384634
42333.60273018,2.409857,2.607551,2.441051,1.384634
42333.60273019,2.409857,2.607551,2.446080,1.394692
42333.60273021,2.409857,2.602515,2.441051,1.389663
42333.60273022,2.399794,2.597479,2.446080,1.384634
42333.60273023,2.399794,2.587408,2.451109,1.389663
42333.60273024,2.394762,2.592444,2.451109,1.379605
42333.60273025,2.389730,2.597479,2.451109,1.379605
42333.60273026,2.389730,2.597479,2.451109,1.394692
42333.60273028,2.394762,2.597479,2.451109,1.384634
42333.60273029,2.399794,2.592444,2.451109,1.389663
42333.60273030,2.399794,2.607551,2.446080,1.384634
42333.60273031,2.414889,2.602515,2.451109,1.379605
42333.60273032,2.409857,2.597479,2.451109,1.379605
42333.60273033,2.409857,2.607551,2.456138,1.384634
42333.60273034,2.399794,2.597479,2.461167,1.389663
42333.60273036,2.399794,2.587408,2.451109,1.389663
42333.60273037,2.394762,2.597479,2.451109,1.384634
42333.60273038,2.399794,2.597479,2.451109,1.384634
42333.60273039,2.404825,2.592444,2.446080,1.379605
42333.60273040,2.409857,2.592444,2.441051,1.389663
42333.60273041,2.409857,2.602515,2.446080,1.384634
42333.60273043,2.404825,2.592444,2.446080,1.389663
42333.60273044,2.399794,2.592444,2.446080,1.384634
42333.60273045,2.399794,2.602515,2.451109,1.379605
42333.60273046,2.399794,2.592444,2.461167,1.384634
42333.60273047,2.389730,2.587408,2.451109,1.389663
42333.60273048,2.389730,2.587408,2.446080,1.389663
42333.60273050,2.389730,2.592444,2.446080,1.384634
42333.60273051,2.394762,2.592444,2.451109,1.384634
42333.60273052,2.404825,2.592444,2.446080,1.389663
42333.60273053,2.414889,2.607551,2.446080,1.384634
42333.60273054,2.409857,2.597479,2.451109,1.389663
42333.60273055,2.409857,2.597479,2.456138,1.384634
42333.60273056,2.404825,2.607551,2.456138,1.384634
42333.60273058,2.399794,2.592444,2.461167,1.389663
42333.60273059,2.394762,2.592444,2.451109,1.374576
42333.60273060,2.394762,2.597479,2.446080,1.384634
42333.60273061,2.399794,2.592444,2.436022,1.384634
42333.60273062,2.409857,2.602515,2.446080,1.389663
42333.60273063,2.409857,2.602515,2.451109,1.384634
42333.60273065,2.414889,2.612587,2.441051,1.384634
42333.60273066,2.404825,2.607551,2.451109,1.389663
42333.60273067,2.409857,2.597479,2.441051,1.384634
42333.60273068,2.409857,2.597479,2.461167,1.389663
42333.60273069,2.404825,2.592444,2.456138,1.389663
42333.60273070,2.399794,2.587408,2.456138,1.379605
42333.60273072,2.389730,2.592444,2.456138,1.384634
42333.60273073,2.389730,2.592444,2.446080,1.379605
42333.60273074,2.399794,2.592444,2.446080,1.384634
42333.60273075,2.414889,2.597479,2.441051,1.384634
42333.60273076,2.414889,2.602515,2.451109,1.384634
42333.60273077,2.419920,2.607551,2.456138,1.399721
42333.60273078,2.414889,2.607551,2.451109,1.384634
42333.60273080,2.409857,2.597479,2.456138,1.379605
42333.60273081,2.409857,2.597479,2.456138,1.379605
42333.60273082,2.389730,2.587408,2.446080,1.379605
42333.60273083,2.389730,2.592444,2.446080,1.384634
42333.60273084,2.389730,2.592444,2.451109,1.394692
42333.60273085,2.404825,2.597479,2.446080,1.374576
42333.60273087,2.404825,2.597479,2.451109,1.374576
42333.60273088,2.409857,2.597479,2.451109,1.374576
42333.60273089,2.409857,2.592444,2.446080,1.379605
42333.60273090,2.414889,2.597479,2.456138,1.384634
42333.60273091,2.404825,2.607551,2.456138,1.394692
42333.60273092,2.399794,2.597479,2.441051,1.384634
42333.60273094,2.389730,2.587408,2.456138,1.384634
42333.60273095,2.404825,2.597479,2.451109,1.384634
42333.60273096,2.394762,2.592444,2.451109,1.379605
42333.60273097,2.404825,2.597479,2.451109,1.384634
42333.60273098,2.414889,2.607551,2.446080,1.389663
42333.60273099,2.409857,2.602515,2.441051,1.384634
42333.60273100,2.414889,2.597479,2.441051,1.389663
42333.60273102,2.409857,2.587408,2.446080,1.394692
42333.60273103,2.399794,2.592444,2.451109,1.384634
42333.60273104,2.404825,2.592444,2.451109,1.389663
42333.60273105,2.399794,2.592444,2.451109,1.384634
42333.60273106,2.389730,2.602515,2.451109,1.384634
42333.60273107,2.384699,2.597479,2.446080,1.384634
42333.60273109,2.394762,2.597479,2.446080,1.379605
42333.60273110,2.404825,2.597479,2.446080,1.389663
42333.60273111,2.409857,2.607551,2.441051,1.379605
42333.60273112,2.404825,2.597479,2.441051,1.384634
42333.60273113,2.404825,2.597479,2.461167,1.389663
42333.60273114,2.404825,2.597479,2.461167,1.379605
42333.60273115,2.399794,2.587408,2.461167,1.384634
42333.60273117,2.394762,2.587408,2.456138,1.384634
42333.60273118,2.394762,2.597479,2.456138,1.384634
42333.60273119,2.389730,2.597479,2.446080,1.384634
42333.60273120,2.394762,2.597479,2.446080,1.394692
42333.60273121,2.399794,2.597479,2.451109,1.389663
42333.60273122,2.409857,2.602515,2.451109,1.389663
42333.60273124,2.414889,2.607551,2.451109,1.379605
