TheTime,AIN0,AIN1,AIN2,AIN3
42333.62257798,2.404825,2.592444,2.446080,1.384634
42333.62257799,2.399794,2.592444,2.446080,1.384634
42333.62257801,2.399794,2.592444,2.451109,1.379605
42333.62257802,2.394762,2.582372,2.451109,1.389663
42333.62257803,2.394762,2.587408,2.446080,1.384634
42333.62257804,2.394762,2.602515,2.446080,1.389663
42333.62257805,2.404825,2.597479,2.441051,1.384634
42333.62257806,2.409857,2.592444,2.451109,1.384634
42333.62257808,2.404825,2.587408,2.451109,1.389663
42333.62257809,2.409857,2.592444,2.446080,1.379605
42333.62257810,2.404825,2.597479,2.461167,1.399721
42333.62257811,2.409857,2.587408,2.461167,1.384634
42333.62257812,2.404825,2.592444,2.456138,1.379605
42333.62257813,2.399794,2.582372,2.456138,1.384634
42333.62257815,2.399794,2.592444,2.456138,1.384634
42333.62257816,2.399794,2.592444,2.446080,1.384634
42333.62257817,2.399794,2.602515,2.446080,1.389663
42333.62257818,2.394762,2.592444,2.451109,1.384634
42333.62257819,2.409857,2.587408,2.441051,1.389663
42333.62257820,2.404825,2.597479,2.451109,1.384634
42333.62257821,2.409857,2.587408,2.451109,1.389663
42333.62257823,2.394762,2.597479,2.446080,1.384634
42333.62257824,2.399794,2.592444,2.441051,1.389663
42333.62257825,2.399794,2.587408,2.451109,1.379605
42333.62257826,2.394762,2.587408,2.456138,1.374576
42333.62257827,2.394762,2.592444,2.451109,1.389663
42333.62257828,2.399794,2.612587,2.441051,1.389663
42333.62257830,2.404825,2.597479,2.456138,1.379605
42333.62257831,2.404825,2.597479,2.451109,1.374576
42333.62257832,2.404825,2.597479,2.446080,1.379605
42333.62257833,2.404825,2.592444,2.446080,1.389663
42333.62257834,2.409857,2.607551,2.441051,1.384634
42333.62257835,2.404825,2.597479,2.441051,1.384634
42333.62257837,2.404825,2.587408,2.456138,1.389663
42333.62257838,2.389730,2.592444,2.456138,1.379605
42333.62257839,2.389730,2.607551,2.451109,1.389663
42333.62257840,2.394762,2.602515,2.441051,1.384634
42333.62257841,2.394762,2.597479,2.446080,1.384634
42333.62257842,2.399794,2.602515,2.446080,1.389663
42333.62257843,2.399794,2.587408,2.451109,1.384634
42333.62257845,2.409857,2.592444,2.456138,1.389663
42333.62257846,2.409857,2.597479,2.446080,1.394692
42333.62257847,2.404825,2.597479,2.446080,1.384634
42333.62257848,2.389730,2.592444,2.446080,1.384634
42333.62257849,2.394762,2.587408,2.446080,1.379605
42333.62257850,2.384699,2.597479,2.446080,1.379605
42333.62257852,2.394762,2.597479,2.441051,1.379605
42333.62257853,2.404825,2.592444,2.451109,1.389663
42333.62257854,2.409857,2.592444,2.451109,1.384634
42333.62257855,2.399794,2.592444,2.451109,1.379605
42333.62257856,2.404825,2.597479,2.456138,1.389663
42333.62257857,2.404825,2.592444,2.446080,1.389663
42333.62257859,2.404825,2.597479,2.456138,1.394692
42333.62257860,2.399794,2.592444,2.456138,1.384634
42333.62257861,2.399794,2.592444,2.456138,1.384634
42333.62257862,2.399794,2.587408,2.446080,1.384634
42333.62257863,2.399794,2.602515,2.446080,1.379605
42333.62257864,2.404825,2.597479,2.446080,1.379605
42333.62257865,2.414889,2.587408,2.436022,1.384634
42333.62257867,2.409857,2.597479,2.436022,1.389663
42333.62257868,2.404825,2.597479,2.451109,1.394692
42333.62257869,2.404825,2.602515,2.446080,1.389663
42333.62257870,2.404825,2.597479,2.456138,1.384634
42333.62257871,2.404825,2.587408,2.446080,1.389663
42333.62257872,2.389730,2.592444,2.446080,1.379605
42333.62257874,2.399794,2.602515,2.441051,1.389663
42333.62257875,2.394762,2.597479,2.446080,1.384634
42333.62257876,2.399794,2.597479,2.451109,1.379605
42333.62257877,2.404825,2.602515,2.446080,1.389663
42333.62257878,2.404825,2.597479,2.451109,1.384634
42333.62257879,2.409857,2.592444,2.451109,1.384634
42333.62257880,2.409857,2.602515,2.456138,1.384634
42333.62257882,2.409857,2.597479,2.456138,1.394692
42333.62257883,2.404825,2.592444,2.461167,1.389663
42333.62257884,2.394762,2.597479,2.461167,1.384634
42333.62257885,2.394762,2.597479,2.446080,1.389663
42333.62257886,2.399794,2.597479,2.446080,1.384634
42333.62257887,2.404825,2.592444,2.451109,1.379605
42333.62257889,2.404825,2.597479,2.446080,1.384634
42333.62257890,2.399794,2.592444,2.451109,1.379605
42333.62257891,2.409857,2.597479,2.446080,1.379605
42333.62257892,2.404825,2.597479,2.446080,1.384634
42333.62257893,2.404825,2.597479,2.451109,1.389663
42333.62257894,2.409857,2.577336,2.456138,1.379605
42333.62257896,2.394762,2.587408,2.451109,1.384634
42333.62257897,2.409857,2.602515,2.451109,1.389663
42333.62257898,2.394762,2.592444,2.441051,1.389663
42333.62257899,2.404825,2.592444,2.451109,1.384634
42333.62257900,2.404825,2.597479,2.446080,1.379605
42333.62257901,2.404825,2.597479,2.451109,1.384634
42333.62257902,2.414889,2.597479,2.446080,1.384634
42333.62257904,2.414889,2.607551,2.451109,1.394692
42333.62257905,2.404825,2.602515,2.456138,1.389663
42333.62257906,2.394762,2.587408,2.456138,1.384634
42333.62257907,2.394762,2.592444,2.451109,1.384634
42333.62257908,2.394762,2.602515,2.441051,1.389663
42333.62257909,2.399794,2.597479,2.451109,1.384634
42333.62257911,2.404825,2.587408,2.451109,1.394692
42333.62257912,2.414889,2.602515,2.446080,1.389663
42333.62257913,2.414889,2.597479,2.446080,1.389663
42333.62257914,2.409857,2.597479,2.451109,1.379605
42333.62257915,2.404825,2.602515,2.456138,1.384634
42333.62257916,2.409857,2.597479,2.456138,1.384634
42333.62257918,2.399794,2.587408,2.456138,1.384634
42333.62257919,2.394762,2.592444,2.456138,1.384634
42333.62257920,2.394762,2.592444,2.446080,1.384634
42333.62257921,2.394762,2.587408,2.451109,1.389663
42333.62257922,2.399794,2.597479,2.451109,1.384634
42333.62257923,2.409857,2.597479,2.451109,1.379605
42333.62257924,2.404825,2.607551,2.446080,1.384634
42333.62257926,2.409857,2.602515,2.451109,1.389663
42333.62257927,2.404825,2.602515,2.456138,1.384634
42333.62257928,2.399794,2.592444,2.456138,1.379605
42333.62257929,2.399794,2.587408,2.466196,1.384634
42333.62257930,2.394762,2.592444,2.456138,1.379605
42333.62257931,2.394762,2.592444,2.451109,1.389663
42333.62257933,2.399794,2.592444,2.451109,1.399721
42333.62257934,2.394762,2.592444,2.456138,1.379605
42333.62257935,2.419920,2.597479,2.451109,1.384634
42333.62257936,2.404825,2.612587,2.436022,1.384634
42333.62257937,2.404825,2.597479,2.446080,1.379605
42333.62257938,2.409857,2.597479,2.451109,1.394692
42333.62257940,2.404825,2.587408,2.456138,1.394692
42333.62257941,2.399794,2.582372,2.461167,1.384634
42333.62257942,2.389730,2.587408,2.461167,1.389663
42333.62257943,2.394762,2.597479,2.451109,1.379605
42333.62257944,2.404825,2.587408,2.446080,1.379605
42333.62257945,2.404825,2.592444,2.446080,1.384634
42333.62257946,2.409857,2.592444,2.436022,1.384634
42333.62257948,2.404825,2.597479,2.441051,1.384634
42333.62257949,2.394762,2.597479,2.456138,1.384634
42333.62257950,2.404825,2.602515,2.446080,1.384634
42333.62257951,2.404825,2.597479,2.441051,1.379605
42333.62257952,2.394762,2.587408,2.446080,1.384634
42333.62257953,2.389730,2.597479,2.451109,1.384634
42333.62257955,2.394762,2.602515,2.456138,1.394692
42333.62257956,2.404825,2.597479,2.451109,1.384634
42333.62257957,2.399794,2.602515,2.441051,1.384634
42333.62257958,2.409857,2.602515,2.441051,1.384634
42333.62257959,2.399794,2.592444,2.456138,1.384634
42333.62257960,2.404825,2.602515,2.451109,1.389663
42333.62257962,2.399794,2.602515,2.451109,1.394692
42333.62257963,2.394762,2.587408,2.456138,1.389663
42333.62257964,2.399794,2.587408,2.451109,1.394692
42333.62257965,2.389730,2.597479,2.451109,1.379605
42333.62257966,2.394762,2.602515,2.456138,1.394692
42333.62257967,2.399794,2.597479,2.441051,1.384634
42333.62257968,2.409857,2.597479,2.441051,1.384634
42333.62257970,2.414889,2.602515,2.441051,1.384634
42333.62257971,2.414889,2.607551,2.441051,1.384634
42333.62257972,2.409857,2.597479,2.446080,1.379605
42333.62257973,2.399794,2.597479,2.451109,1.389663
42333.62257974,2.399794,2.592444,2.461167,1.384634
42333.62257975,2.399794,2.587408,2.451109,1.379605
42333.62257977,2.394762,2.597479,2.451109,1.379605
42333.62257978,2.399794,2.602515,2.446080,1.384634
42333.62257979,2.399794,2.602515,2.451109,1.384634
42333.62257980,2.404825,2.597479,2.456138,1.384634
42333.62257981,2.409857,2.602515,2.456138,1.384634
42333.62257982,2.409857,2.597479,2.466196,1.384634
42333.62257984,2.409857,2.602515,2.461167,1.394692
42333.62257985,2.404825,2.597479,2.456138,1.379605
42333.62257986,2.394762,2.592444,2.456138,1.384634
42333.62257987,2.394762,2.587408,2.451109,1.389663
42333.62257988,2.394762,2.587408,2.451109,1.394692
42333.62257989,2.399794,2.597479,2.451109,1.384634
42333.62257990,2.409857,2.592444,2.456138,1.389663
42333.62257992,2.404825,2.592444,2.451109,1.389663
42333.62257993,2.419920,2.597479,2.446080,1.384634
42333.62257994,2.404825,2.602515,2.456138,1.379605
42333.62257995,2.404825,2.602515,2.456138,1.379605
42333.62257996,2.394762,2.597479,2.456138,1.384634
42333.62257997,2.399794,2.592444,2.456138,1.389663
42333.62257999,2.394762,2.582372,2.451109,1.384634
42333.62258000,2.399794,2.582372,2.446080,1.389663
42333.62258001,2.394762,2.602515,2.441051,1.384634
42333.62258002,2.399794,2.597479,2.446080,1.384634
42333.62258003,2.404825,2.597479,2.446080,1.384634
42333.62258004,2.409857,2.602515,2.456138,1.384634
42333.62258005,2.404825,2.602515,2.456138,1.379605
42333.62258007,2.404825,2.602515,2.451109,1.379605
42333.62258008,2.404825,2.602515,2.451109,1.384634
42333.62258009,2.404825,2.592444,2.451109,1.389663
42333.62258010,2.389730,2.597479,2.446080,1.384634
42333.62258011,2.399794,2.592444,2.436022,1.384634
42333.62258012,2.404825,2.607551,2.441051,1.389663
42333.62258014,2.404825,2.592444,2.446080,1.389663
42333.62258015,2.414889,2.597479,2.446080,1.384634
42333.62258016,2.414889,2.602515,2.451109,1.384634
42333.62258017,2.409857,2.602515,2.456138,1.379605
42333.62258018,2.409857,2.607551,2.451109,1.379605
42333.62258019,2.404825,2.597479,2.451109,1.389663
42333.62258021,2.399794,2.597479,2.451109,1.384634
42333.62258022,2.394762,2.587408,2.456138,1.384634
42333.62258023,2.399794,2.592444,2.451109,1.384634
42333.62258024,2.404825,2.602515,2.441051,1.379605
42333.62258025,2.404825,2.597479,2.446080,1.384634
42333.62258026,2.414889,2.607551,2.441051,1.384634
42333.62258027,2.414889,2.612587,2.441051,1.384634
42333.62258029,2.404825,2.597479,2.451109,1.389663
42333.62258030,2.399794,2.602515,2.456138,1.379605
42333.62258031,2.409857,2.602515,2.456138,1.384634
42333.62258032,2.404825,2.607551,2.456138,1.384634
42333.62258033,2.394762,2.587408,2.456138,1.379605
42333.62258034,2.404825,2.597479,2.451109,1.384634
42333.62258036,2.399794,2.607551,2.451109,1.384634
42333.62258037,2.394762,2.592444,2.456138,1.384634
42333.62258038,2.404825,2.597479,2.456138,1.394692
42333.62258039,2.404825,2.597479,2.446080,1.389663
42333.62258040,2.404825,2.597479,2.451109,1.384634
42333.62258041,2.399794,2.602515,2.461167,1.389663
42333.62258043,2.404825,2.602515,2.456138,1.389663
42333.62258044,2.394762,2.597479,2.451109,1.379605
42333.62258045,2.394762,2.592444,2.461167,1.379605
42333.62258046,2.399794,2.592444,2.461167,1.384634
42333.62258047,2.394762,2.597479,2.456138,1.384634
42333.62258048,2.404825,2.597479,2.441051,1.394692
42333.62258049,2.409857,2.592444,2.446080,1.389663
42333.62258051,2.414889,2.587408,2.451109,1.384634
42333.62258052,2.404825,2.597479,2.451109,1.384634
42333.62258053,2.404825,2.602515,2.446080,1.389663
42333.62258054,2.399794,2.602515,2.451109,1.379605
42333.62258055,2.399794,2.597479,2.446080,1.394692
42333.62258056,2.389730,2.582372,2.456138,1.384634
42333.62258058,2.399794,2.582372,2.456138,1.389663
42333.62258059,2.409857,2.597479,2.456138,1.384634
42333.62258060,2.399794,2.592444,2.446080,1.389663
42333.62258061,2.419920,2.602515,2.441051,1.384634
42333.62258062,2.409857,2.597479,2.441051,1.384634
42333.62258063,2.399794,2.597479,2.456138,1.389663
42333.62258065,2.399794,2.592444,2.441051,1.379605
42333.62258066,2.404825,2.597479,2.456138,1.384634
42333.62258067,2.404825,2.597479,2.456138,1.379605
42333.62258068,2.399794,2.582372,2.461167,1.379605
42333.62258069,2.399794,2.592444,2.446080,1.384634
42333.62258070,2.399794,2.607551,2.451109,1.389663
42333.62258071,2.399794,2.597479,2.446080,1.374576
42333.62258073,2.409857,2.597479,2.451109,1.384634
42333.62258074,2.414889,2.607551,2.451109,1.389663
42333.62258075,2.404825,2.597479,2.451109,1.389663
42333.62258076,2.409857,2.592444,2.456138,1.379605
42333.62258077,2.404825,2.607551,2.451109,1.389663
42333.62258078,2.404825,2.597479,2.451109,1.384634
42333.62258080,2.399794,2.587408,2.446080,1.379605
42333.62258081,2.399794,2.597479,2.441051,1.384634
42333.62258082,2.394762,2.602515,2.446080,1.384634
42333.62258083,2.399794,2.597479,2.441051,1.384634
42333.62258084,2.399794,2.602515,2.451109,1.389663
42333.62258085,2.404825,2.607551,2.456138,1.379605
42333.62258087,2.404825,2.602515,2.451109,1.384634
42333.62258088,2.399794,2.602515,2.451109,1.379605
42333.62258089,2.404825,2.607551,2.451109,1.384634
42333.62258090,2.399794,2.612587,2.456138,1.389663
42333.62258091,2.399794,2.592444,2.461167,1.384634
42333.62258092,2.394762,2.597479,2.451109,1.384634
42333.62258093,2.399794,2.597479,2.451109,1.384634
42333.62258095,2.409857,2.602515,2.456138,1.389663
42333.62258096,2.409857,2.597479,2.446080,1.384634
42333.62258097,2.409857,2.592444,2.446080,1.389663
42333.62258098,2.399794,2.587408,2.451109,1.379605
42333.62258099,2.399794,2.607551,2.451109,1.394692
42333.62258100,2.404825,2.602515,2.451109,1.394692
42333.62258102,2.399794,2.597479,2.451109,1.379605
42333.62258103,2.394762,2.592444,2.451109,1.384634
42333.62258104,2.399794,2.602515,2.446080,1.384634
42333.62258105,2.399794,2.602515,2.446080,1.384634
42333.62258106,2.404825,2.597479,2.451109,1.394692
42333.62258107,2.399794,2.597479,2.446080,1.389663
42333.62258109,2.399794,2.602515,2.436022,1.384634
42333.62258110,2.404825,2.597479,2.441051,1.389663
42333.62258111,2.404825,2.597479,2.451109,1.389663
42333.62258112,2.404825,2.602515,2.451109,1.384634
42333.62258113,2.394762,2.602515,2.461167,1.389663
42333.62258114,2.394762,2.592444,2.456138,1.379605
42333.62258115,2.399794,2.592444,2.451109,1.384634
42333.62258117,2.399794,2.592444,2.456138,1.379605
42333.62258118,2.394762,2.592444,2.446080,1.384634
42333.62258119,2.399794,2.597479,2.446080,1.379605
42333.62258120,2.409857,2.597479,2.451109,1.379605
42333.62258121,2.404825,2.597479,2.461167,1.384634
42333.62258122,2.399794,2.592444,2.451109,1.379605
42333.62258124,2.399794,2.592444,2.456138,1.389663
42333.62258125,2.399794,2.587408,2.456138,1.384634
42333.62258126,2.394762,2.582372,2.446080,1.389663
42333.62258127,2.404825,2.587408,2.451109,1.384634
42333.62258128,2.399794,2.597479,2.446080,1.394692
42333.62258129,2.394762,2.597479,2.441051,1.394692
42333.62258130,2.404825,2.592444,2.441051,1.379605
42333.62258132,2.409857,2.602515,2.446080,1.389663
42333.62258133,2.414889,2.592444,2.446080,1.379605
42333.62258134,2.399794,2.602515,2.446080,1.379605
42333.62258135,2.404825,2.602515,2.451109,1.394692
42333.62258136,2.404825,2.592444,2.456138,1.384634
42333.62258137,2.394762,2.587408,2.461167,1.389663
42333.62258139,2.394762,2.602515,2.446080,1.389663
42333.62258140,2.394762,2.597479,2.446080,1.379605
42333.62258141,2.399794,2.597479,2.446080,1.389663
42333.62258142,2.394762,2.602515,2.456138,1.394692
42333.62258143,2.399794,2.597479,2.451109,1.384634
42333.62258144,2.404825,2.597479,2.451109,1.379605
42333.62258146,2.394762,2.602515,2.446080,1.384634
42333.62258147,2.404825,2.607551,2.451109,1.389663
42333.62258148,2.399794,2.602515,2.451109,1.379605
42333.62258149,2.409857,2.587408,2.451109,1.384634
42333.62258150,2.394762,2.592444,2.446080,1.384634
42333.62258151,2.394762,2.597479,2.446080,1.384634
42333.62258152,2.399794,2.597479,2.446080,1.394692
42333.62258154,2.399794,2.597479,2.446080,1.389663
42333.62258155,2.409857,2.592444,2.446080,1.384634
42333.62258156,2.409857,2.597479,2.451109,1.389663
42333.62258157,2.404825,2.607551,2.451109,1.394692
42333.62258158,2.404825,2.607551,2.446080,1.384634
42333.62258159,2.384699,2.602515,2.451109,1.394692
42333.62258161,2.394762,2.592444,2.456138,1.379605
42333.62258162,2.394762,2.592444,2.446080,1.384634
42333.62258163,2.399794,2.607551,2.446080,1.384634
42333.62258164,2.394762,2.597479,2.446080,1.394692
42333.62258165,2.404825,2.592444,2.446080,1.379605
42333.62258166,2.409857,2.597479,2.446080,1.389663
42333.62258168,2.409857,2.597479,2.441051,1.384634
42333.62258169,2.409857,2.592444,2.451109,1.389663
42333.62258170,2.409857,2.592444,2.441051,1.384634
42333.62258171,2.399794,2.587408,2.446080,1.384634
42333.62258172,2.399794,2.582372,2.446080,1.384634
42333.62258173,2.399794,2.592444,2.446080,1.379605
42333.62258174,2.404825,2.597479,2.446080,1.379605
42333.62258176,2.414889,2.602515,2.446080,1.384634
42333.62258177,2.414889,2.592444,2.451109,1.379605
42333.62258178,2.409857,2.602515,2.446080,1.389663
42333.62258179,2.389730,2.602515,2.441051,1.384634
42333.62258180,2.394762,2.597479,2.446080,1.384634
42333.62258181,2.404825,2.597479,2.441051,1.379605
42333.62258183,2.394762,2.592444,2.456138,1.384634
42333.62258184,2.394762,2.592444,2.451109,1.389663
42333.62258185,2.404825,2.592444,2.441051,1.384634
42333.62258186,2.404825,2.607551,2.446080,1.399721
42333.62258187,2.404825,2.602515,2.451109,1.384634
42333.62258188,2.404825,2.597479,2.451109,1.384634
42333.62258190,2.404825,2.597479,2.446080,1.384634
42333.62258191,2.399794,2.592444,2.446080,1.379605
42333.62258192,2.399794,2.597479,2.446080,1.384634
42333.62258193,2.394762,2.602515,2.451109,1.384634
42333.62258194,2.399794,2.592444,2.456138,1.384634
42333.62258195,2.394762,2.597479,2.441051,1.389663
42333.62258196,2.409857,2.607551,2.446080,1.384634
42333.62258198,2.399794,2.602515,2.441051,1.389663
42333.62258199,2.409857,2.592444,2.441051,1.379605
42333.62258200,2.414889,2.602515,2.446080,1.394692
42333.62258201,2.414889,2.597479,2.456138,1.389663
42333.62258202,2.409857,2.597479,2.451109,1.379605
42333.62258203,2.409857,2.597479,2.441051,1.379605
42333.62258205,2.399794,2.597479,2.451109,1.384634
42333.62258206,2.389730,2.587408,2.456138,1.384634
42333.62258207,2.394762,2.587408,2.446080,1.379605
42333.62258208,2.404825,2.587408,2.456138,1.379605
42333.62258209,2.399794,2.597479,2.451109,1.389663
42333.62258210,2.404825,2.597479,2.456138,1.379605
42333.62258212,2.409857,2.597479,2.451109,1.384634
42333.62258213,2.409857,2.602515,2.451109,1.384634
42333.62258214,2.399794,2.587408,2.461167,1.389663
42333.62258215,2.404825,2.597479,2.456138,1.389663
42333.62258216,2.399794,2.592444,2.451109,1.379605
42333.62258217,2.394762,2.582372,2.446080,1.379605
42333.62258218,2.394762,2.587408,2.446080,1.389663
42333.62258220,2.389730,2.587408,2.456138,1.379605
42333.62258221,2.394762,2.592444,2.446080,1.389663
42333.62258222,2.404825,2.587408,2.451109,1.384634
42333.62258223,2.409857,2.592444,2.451109,1.384634
42333.62258224,2.409857,2.597479,2.446080,1.379605
42333.62258225,2.399794,2.592444,2.451109,1.384634
42333.62258227,2.404825,2.592444,2.451109,1.389663
42333.62258228,2.399794,2.602515,2.451109,1.379605
42333.62258229,2.404825,2.582372,2.441051,1.394692
42333.62258230,2.384699,2.587408,2.451109,1.379605
42333.62258231,2.399794,2.597479,2.451109,1.389663
42333.62258232,2.399794,2.602515,2.441051,1.384634
42333.62258234,2.404825,2.592444,2.446080,1.384634
42333.62258235,2.414889,2.592444,2.446080,1.389663
42333.62258236,2.419920,2.607551,2.446080,1.374576
42333.62258237,2.404825,2.602515,2.456138,1.384634
42333.62258238,2.399794,2.597479,2.456138,1.379605
42333.62258239,2.394762,2.597479,2.456138,1.389663
42333.62258240,2.399794,2.597479,2.461167,1.379605
42333.62258242,2.389730,2.592444,2.451109,1.379605
42333.62258243,2.399794,2.597479,2.446080,1.379605
42333.62258244,2.404825,2.607551,2.451109,1.389663
42333.62258245,2.404825,2.597479,2.436022,1.379605
42333.62258246,2.409857,2.597479,2.436022,1.384634
42333.62258247,2.399794,2.597479,2.441051,1.389663
42333.62258249,2.404825,2.597479,2.446080,1.384634
42333.62258250,2.409857,2.597479,2.446080,1.379605
42333.62258251,2.399794,2.602515,2.456138,1.394692
42333.62258252,2.399794,2.587408,2.466196,1.389663
42333.62258253,2.394762,2.592444,2.451109,1.384634
42333.62258254,2.394762,2.592444,2.446080,1.384634
42333.62258255,2.404825,2.602515,2.446080,1.379605
42333.62258257,2.399794,2.597479,2.441051,1.379605
42333.62258258,2.409857,2.592444,2.446080,1.389663
42333.62258259,2.409857,2.602515,2.451109,1.384634
42333.62258260,2.409857,2.602515,2.446080,1.384634
42333.62258261,2.404825,2.607551,2.446080,1.389663
42333.62258262,2.404825,2.612587,2.456138,1.389663
42333.62258264,2.394762,2.597479,2.456138,1.384634
42333.62258265,2.389730,2.592444,2.451109,1.389663
42333.62258266,2.399794,2.597479,2.441051,1.384634
42333.62258267,2.399794,2.602515,2.451109,1.384634
42333.62258268,2.399794,2.592444,2.456138,1.384634
42333.62258269,2.409857,2.592444,2.461167,1.379605
42333.62258271,2.404825,2.597479,2.446080,1.389663
42333.62258272,2.404825,2.592444,2.446080,1.379605
42333.62258273,2.414889,2.602515,2.451109,1.389663
42333.62258274,2.404825,2.587408,2.446080,1.384634
42333.62258275,2.399794,2.592444,2.446080,1.384634
42333.62258276,2.394762,2.592444,2.456138,1.384634
42333.62258277,2.399794,2.607551,2.451109,1.384634
42333.62258279,2.399794,2.597479,2.451109,1.389663
42333.62258280,2.404825,2.597479,2.451109,1.389663
42333.62258281,2.414889,2.597479,2.441051,1.394692
42333.62258282,2.409857,2.607551,2.446080,1.374576
42333.62258283,2.409857,2.597479,2.456138,1.379605
42333.62258284,2.404825,2.597479,2.451109,1.384634
42333.62258286,2.399794,2.597479,2.461167,1.384634
42333.62258287,2.399794,2.587408,2.456138,1.389663
42333.62258288,2.399794,2.582372,2.451109,1.384634
42333.62258289,2.394762,2.587408,2.451109,1.384634
42333.62258290,2.399794,2.602515,2.446080,1.389663
42333.62258291,2.394762,2.592444,2.441051,1.379605
