TheTime,AIN0,AIN1,AIN2,AIN3
42333.61609383,2.394762,2.602515,2.451109,1.384634
42333.61609385,2.399794,2.597479,2.451109,1.384634
42333.61609386,2.399794,2.597479,2.446080,1.389663
42333.61609387,2.404825,2.607551,2.446080,1.384634
42333.61609388,2.399794,2.597479,2.446080,1.384634
42333.61609389,2.404825,2.597479,2.446080,1.384634
42333.61609390,2.399794,2.607551,2.441051,1.384634
42333.61609392,2.409857,2.597479,2.456138,1.394692
42333.61609393,2.399794,2.587408,2.461167,1.384634
42333.61609394,2.399794,2.587408,2.451109,1.394692
42333.61609395,2.394762,2.597479,2.446080,1.389663
42333.61609396,2.394762,2.597479,2.446080,1.389663
42333.61609397,2.404825,2.592444,2.451109,1.389663
42333.61609398,2.399794,2.592444,2.456138,1.394692
42333.61609400,2.404825,2.602515,2.446080,1.384634
42333.61609401,2.409857,2.602515,2.446080,1.384634
42333.61609402,2.399794,2.597479,2.441051,1.384634
42333.61609403,2.399794,2.587408,2.441051,1.384634
42333.61609404,2.404825,2.587408,2.461167,1.384634
42333.61609405,2.399794,2.582372,2.451109,1.399721
42333.61609407,2.404825,2.592444,2.451109,1.394692
42333.61609408,2.404825,2.597479,2.441051,1.384634
42333.61609409,2.399794,2.597479,2.446080,1.394692
42333.61609410,2.404825,2.597479,2.441051,1.384634
42333.61609411,2.409857,2.597479,2.441051,1.384634
42333.61609412,2.409857,2.602515,2.441051,1.379605
42333.61609414,2.409857,2.597479,2.441051,1.379605
42333.61609415,2.409857,2.592444,2.446080,1.379605
42333.61609416,2.409857,2.587408,2.446080,1.384634
42333.61609417,2.409857,2.582372,2.446080,1.384634
42333.61609418,2.399794,2.597479,2.451109,1.389663
42333.61609419,2.404825,2.592444,2.446080,1.389663
42333.61609420,2.399794,2.597479,2.441051,1.394692
42333.61609422,2.404825,2.597479,2.441051,1.389663
42333.61609423,2.404825,2.602515,2.436022,1.384634
42333.61609424,2.399794,2.597479,2.436022,1.384634
42333.61609425,2.404825,2.602515,2.451109,1.384634
42333.61609426,2.394762,2.597479,2.446080,1.384634
42333.61609427,2.399794,2.587408,2.456138,1.399721
42333.61609429,2.394762,2.597479,2.451109,1.374576
42333.61609430,2.394762,2.597479,2.451109,1.384634
42333.61609431,2.404825,2.602515,2.456138,1.379605
42333.61609432,2.409857,2.597479,2.451109,1.379605
42333.61609433,2.409857,2.587408,2.451109,1.379605
42333.61609434,2.414889,2.592444,2.451109,1.384634
42333.61609436,2.409857,2.602515,2.446080,1.384634
42333.61609437,2.409857,2.612587,2.441051,1.389663
42333.61609438,2.399794,2.597479,2.451109,1.379605
42333.61609439,2.399794,2.592444,2.466196,1.379605
42333.61609440,2.404825,2.597479,2.456138,1.389663
42333.61609441,2.399794,2.602515,2.456138,1.384634
42333.61609442,2.404825,2.602515,2.451109,1.379605
42333.61609444,2.399794,2.602515,2.446080,1.379605
42333.61609445,2.399794,2.597479,2.451109,1.389663
42333.61609446,2.409857,2.597479,2.441051,1.384634
42333.61609447,2.409857,2.597479,2.446080,1.394692
42333.61609448,2.399794,2.602515,2.446080,1.384634
42333.61609449,2.399794,2.607551,2.456138,1.389663
42333.61609451,2.404825,2.582372,2.456138,1.384634
42333.61609452,2.399794,2.592444,2.451109,1.379605
42333.61609453,2.399794,2.592444,2.451109,1.384634
42333.61609454,2.399794,2.592444,2.456138,1.379605
42333.61609455,2.399794,2.592444,2.451109,1.379605
42333.61609456,2.409857,2.597479,2.446080,1.384634
42333.61609458,2.404825,2.597479,2.436022,1.384634
42333.61609459,2.404825,2.592444,2.441051,1.384634
42333.61609460,2.409857,2.607551,2.441051,1.384634
42333.61609461,2.414889,2.597479,2.456138,1.384634
42333.61609462,2.409857,2.597479,2.451109,1.384634
42333.61609463,2.409857,2.592444,2.446080,1.389663
42333.61609464,2.409857,2.602515,2.451109,1.389663
42333.61609466,2.399794,2.597479,2.456138,1.384634
42333.61609467,2.404825,2.592444,2.446080,1.384634
42333.61609468,2.404825,2.592444,2.441051,1.379605
42333.61609469,2.404825,2.592444,2.441051,1.379605
42333.61609470,2.399794,2.592444,2.436022,1.379605
42333.61609471,2.394762,2.602515,2.441051,1.384634
42333.61609473,2.399794,2.602515,2.451109,1.379605
42333.61609474,2.409857,2.597479,2.451109,1.389663
42333.61609475,2.399794,2.597479,2.456138,1.384634
42333.61609476,2.394762,2.597479,2.451109,1.389663
42333.61609477,2.394762,2.597479,2.456138,1.374576
42333.61609478,2.399794,2.597479,2.456138,1.384634
42333.61609480,2.399794,2.587408,2.451109,1.389663
42333.61609481,2.404825,2.587408,2.451109,1.374576
42333.61609482,2.404825,2.587408,2.451109,1.389663
42333.61609483,2.409857,2.597479,2.451109,1.389663
42333.61609484,2.409857,2.592444,2.446080,1.379605
42333.61609485,2.399794,2.592444,2.456138,1.389663
42333.61609486,2.394762,2.597479,2.451109,1.379605
42333.61609488,2.394762,2.602515,2.451109,1.389663
42333.61609489,2.404825,2.607551,2.451109,1.379605
42333.61609490,2.404825,2.592444,2.446080,1.384634
42333.61609491,2.404825,2.597479,2.441051,1.379605
42333.61609492,2.404825,2.592444,2.451109,1.384634
42333.61609493,2.404825,2.592444,2.441051,1.389663
42333.61609495,2.404825,2.602515,2.451109,1.379605
42333.61609496,2.404825,2.592444,2.446080,1.384634
42333.61609497,2.399794,2.587408,2.451109,1.379605
42333.61609498,2.399794,2.592444,2.456138,1.384634
42333.61609499,2.399794,2.597479,2.446080,1.379605
42333.61609500,2.399794,2.597479,2.446080,1.379605
42333.61609501,2.399794,2.597479,2.451109,1.384634
42333.61609503,2.394762,2.607551,2.446080,1.379605
42333.61609504,2.399794,2.602515,2.446080,1.384634
42333.61609505,2.409857,2.602515,2.436022,1.379605
42333.61609506,2.404825,2.607551,2.441051,1.379605
42333.61609507,2.404825,2.602515,2.446080,1.389663
42333.61609508,2.399794,2.592444,2.446080,1.379605
42333.61609510,2.399794,2.587408,2.461167,1.389663
42333.61609511,2.399794,2.597479,2.456138,1.389663
42333.61609512,2.399794,2.597479,2.451109,1.384634
42333.61609513,2.404825,2.592444,2.451109,1.389663
42333.61609514,2.394762,2.597479,2.451109,1.389663
42333.61609515,2.404825,2.602515,2.456138,1.379605
42333.61609517,2.409857,2.607551,2.446080,1.379605
42333.61609518,2.399794,2.602515,2.446080,1.379605
42333.61609519,2.404825,2.602515,2.446080,1.374576
42333.61609520,2.394762,2.587408,2.461167,1.384634
42333.61609521,2.399794,2.587408,2.451109,1.384634
42333.61609522,2.394762,2.602515,2.446080,1.389663
42333.61609523,2.404825,2.597479,2.451109,1.384634
42333.61609525,2.399794,2.592444,2.451109,1.389663
42333.61609526,2.394762,2.592444,2.446080,1.384634
42333.61609527,2.399794,2.597479,2.446080,1.384634
42333.61609528,2.404825,2.597479,2.441051,1.379605
42333.61609529,2.414889,2.602515,2.446080,1.384634
42333.61609530,2.399794,2.602515,2.451109,1.379605
42333.61609532,2.409857,2.597479,2.456138,1.384634
42333.61609533,2.404825,2.602515,2.446080,1.384634
42333.61609534,2.399794,2.597479,2.441051,1.379605
42333.61609535,2.399794,2.597479,2.456138,1.394692
42333.61609536,2.414889,2.607551,2.446080,1.394692
42333.61609537,2.399794,2.597479,2.451109,1.384634
42333.61609539,2.414889,2.597479,2.441051,1.384634
42333.61609540,2.404825,2.602515,2.441051,1.379605
42333.61609541,2.404825,2.602515,2.446080,1.379605
42333.61609542,2.404825,2.602515,2.451109,1.384634
42333.61609543,2.409857,2.592444,2.466196,1.389663
42333.61609544,2.404825,2.597479,2.456138,1.379605
42333.61609545,2.399794,2.592444,2.446080,1.379605
42333.61609547,2.404825,2.592444,2.456138,1.389663
42333.61609548,2.404825,2.592444,2.446080,1.384634
42333.61609549,2.404825,2.592444,2.451109,1.384634
42333.61609550,2.404825,2.592444,2.441051,1.389663
42333.61609551,2.404825,2.597479,2.441051,1.379605
42333.61609552,2.404825,2.602515,2.446080,1.379605
42333.61609554,2.399794,2.597479,2.456138,1.379605
42333.61609555,2.399794,2.592444,2.461167,1.379605
42333.61609556,2.399794,2.597479,2.456138,1.374576
42333.61609557,2.394762,2.602515,2.441051,1.389663
42333.61609558,2.399794,2.597479,2.456138,1.394692
42333.61609559,2.399794,2.592444,2.451109,1.379605
42333.61609561,2.404825,2.602515,2.436022,1.384634
42333.61609562,2.409857,2.597479,2.446080,1.389663
42333.61609563,2.404825,2.592444,2.451109,1.389663
42333.61609564,2.404825,2.612587,2.451109,1.389663
42333.61609565,2.404825,2.602515,2.456138,1.389663
42333.61609566,2.399794,2.587408,2.461167,1.379605
42333.61609567,2.394762,2.597479,2.451109,1.379605
42333.61609569,2.404825,2.602515,2.451109,1.384634
42333.61609570,2.409857,2.597479,2.456138,1.384634
42333.61609571,2.409857,2.592444,2.446080,1.379605
42333.61609572,2.404825,2.602515,2.446080,1.389663
42333.61609573,2.409857,2.597479,2.436022,1.384634
42333.61609574,2.394762,2.592444,2.436022,1.379605
42333.61609576,2.399794,2.602515,2.446080,1.379605
42333.61609577,2.404825,2.597479,2.456138,1.379605
42333.61609578,2.404825,2.582372,2.461167,1.384634
42333.61609579,2.394762,2.592444,2.466196,1.389663
42333.61609580,2.399794,2.592444,2.451109,1.384634
42333.61609581,2.409857,2.587408,2.451109,1.384634
42333.61609583,2.404825,2.592444,2.441051,1.384634
42333.61609584,2.404825,2.597479,2.446080,1.384634
42333.61609585,2.409857,2.602515,2.451109,1.384634
42333.61609586,2.404825,2.602515,2.441051,1.389663
42333.61609587,2.399794,2.607551,2.446080,1.384634
42333.61609588,2.404825,2.602515,2.446080,1.379605
42333.61609589,2.394762,2.592444,2.451109,1.389663
42333.61609591,2.394762,2.597479,2.456138,1.384634
42333.61609592,2.394762,2.592444,2.451109,1.389663
42333.61609593,2.399794,2.587408,2.446080,1.374576
42333.61609594,2.404825,2.592444,2.451109,1.394692
42333.61609595,2.404825,2.597479,2.430993,1.379605
42333.61609596,2.409857,2.597479,2.436022,1.384634
42333.61609598,2.409857,2.602515,2.441051,1.379605
42333.61609599,2.404825,2.607551,2.451109,1.389663
42333.61609600,2.399794,2.602515,2.451109,1.379605
42333.61609601,2.394762,2.587408,2.456138,1.389663
42333.61609602,2.389730,2.597479,2.456138,1.384634
42333.61609603,2.394762,2.602515,2.451109,1.384634
42333.61609605,2.399794,2.592444,2.451109,1.384634
42333.61609606,2.404825,2.602515,2.446080,1.384634
42333.61609607,2.409857,2.602515,2.446080,1.384634
42333.61609608,2.409857,2.602515,2.446080,1.389663
42333.61609609,2.399794,2.602515,2.456138,1.384634
42333.61609610,2.404825,2.597479,2.451109,1.379605
42333.61609611,2.394762,2.597479,2.461167,1.389663
42333.61609613,2.389730,2.582372,2.466196,1.384634
42333.61609614,2.394762,2.597479,2.456138,1.384634
42333.61609615,2.399794,2.597479,2.456138,1.384634
42333.61609616,2.394762,2.592444,2.451109,1.384634
42333.61609617,2.394762,2.592444,2.436022,1.374576
42333.61609618,2.404825,2.592444,2.441051,1.389663
42333.61609620,2.399794,2.597479,2.441051,1.389663
42333.61609621,2.404825,2.602515,2.446080,1.384634
42333.61609622,2.414889,2.602515,2.451109,1.384634
42333.61609623,2.404825,2.602515,2.451109,1.384634
42333.61609624,2.394762,2.592444,2.466196,1.384634
42333.61609625,2.394762,2.597479,2.461167,1.389663
42333.61609626,2.394762,2.602515,2.456138,1.384634
42333.61609628,2.404825,2.592444,2.456138,1.384634
42333.61609629,2.404825,2.597479,2.456138,1.384634
42333.61609630,2.409857,2.602515,2.456138,1.389663
42333.61609631,2.409857,2.592444,2.446080,1.389663
42333.61609632,2.409857,2.592444,2.446080,1.389663
42333.61609633,2.409857,2.602515,2.446080,1.394692
42333.61609635,2.404825,2.592444,2.456138,1.384634
42333.61609636,2.394762,2.582372,2.466196,1.384634
42333.61609637,2.394762,2.597479,2.456138,1.389663
42333.61609638,2.399794,2.602515,2.456138,1.389663
42333.61609639,2.404825,2.602515,2.446080,1.379605
42333.61609640,2.394762,2.587408,2.441051,1.384634
42333.61609642,2.399794,2.592444,2.446080,1.379605
42333.61609643,2.404825,2.592444,2.436022,1.379605
42333.61609644,2.404825,2.592444,2.451109,1.384634
42333.61609645,2.404825,2.602515,2.446080,1.389663
42333.61609646,2.404825,2.597479,2.456138,1.379605
42333.61609647,2.414889,2.592444,2.451109,1.384634
42333.61609648,2.399794,2.592444,2.451109,1.379605
42333.61609650,2.399794,2.602515,2.456138,1.379605
42333.61609651,2.409857,2.597479,2.451109,1.379605
42333.61609652,2.399794,2.602515,2.451109,1.384634
42333.61609653,2.409857,2.587408,2.451109,1.394692
42333.61609654,2.404825,2.597479,2.451109,1.379605
42333.61609655,2.404825,2.592444,2.446080,1.389663
42333.61609657,2.404825,2.597479,2.446080,1.374576
42333.61609658,2.394762,2.597479,2.461167,1.379605
42333.61609659,2.404825,2.592444,2.461167,1.389663
42333.61609660,2.399794,2.602515,2.461167,1.379605
42333.61609661,2.404825,2.592444,2.451109,1.384634
42333.61609662,2.409857,2.597479,2.451109,1.384634
42333.61609664,2.409857,2.602515,2.451109,1.379605
42333.61609665,2.399794,2.597479,2.441051,1.379605
42333.61609666,2.399794,2.587408,2.456138,1.394692
42333.61609667,2.404825,2.587408,2.451109,1.384634
42333.61609668,2.404825,2.597479,2.451109,1.379605
42333.61609669,2.399794,2.582372,2.456138,1.384634
42333.61609670,2.394762,2.587408,2.451109,1.394692
42333.61609672,2.399794,2.602515,2.451109,1.379605
42333.61609673,2.399794,2.592444,2.456138,1.389663
42333.61609674,2.404825,2.597479,2.446080,1.379605
42333.61609675,2.399794,2.597479,2.456138,1.379605
42333.61609676,2.404825,2.597479,2.446080,1.389663
42333.61609677,2.399794,2.607551,2.451109,1.384634
42333.61609679,2.409857,2.602515,2.446080,1.384634
42333.61609680,2.409857,2.607551,2.441051,1.384634
42333.61609681,2.404825,2.602515,2.456138,1.389663
42333.61609682,2.394762,2.592444,2.456138,1.379605
42333.61609683,2.394762,2.592444,2.456138,1.379605
42333.61609684,2.404825,2.602515,2.451109,1.384634
42333.61609686,2.404825,2.597479,2.451109,1.384634
42333.61609687,2.399794,2.597479,2.456138,1.384634
42333.61609688,2.399794,2.602515,2.446080,1.394692
42333.61609689,2.404825,2.607551,2.446080,1.379605
42333.61609690,2.399794,2.597479,2.441051,1.379605
42333.61609691,2.399794,2.602515,2.446080,1.384634
42333.61609692,2.399794,2.592444,2.456138,1.389663
42333.61609694,2.404825,2.587408,2.456138,1.374576
42333.61609695,2.394762,2.592444,2.451109,1.384634
42333.61609696,2.399794,2.597479,2.446080,1.389663
42333.61609697,2.404825,2.597479,2.446080,1.384634
42333.61609698,2.409857,2.592444,2.446080,1.384634
42333.61609699,2.404825,2.602515,2.441051,1.379605
42333.61609701,2.404825,2.602515,2.441051,1.379605
42333.61609702,2.409857,2.597479,2.436022,1.384634
42333.61609703,2.399794,2.602515,2.446080,1.389663
42333.61609704,2.399794,2.592444,2.451109,1.379605
42333.61609705,2.394762,2.587408,2.456138,1.384634
42333.61609706,2.394762,2.592444,2.451109,1.389663
42333.61609708,2.399794,2.602515,2.441051,1.394692
42333.61609709,2.399794,2.602515,2.446080,1.379605
42333.61609710,2.404825,2.602515,2.451109,1.389663
42333.61609711,2.404825,2.597479,2.436022,1.384634
42333.61609712,2.399794,2.597479,2.446080,1.389663
42333.61609713,2.414889,2.602515,2.446080,1.394692
42333.61609714,2.399794,2.602515,2.441051,1.384634
42333.61609716,2.409857,2.592444,2.451109,1.379605
42333.61609717,2.399794,2.592444,2.466196,1.389663
42333.61609718,2.394762,2.597479,2.456138,1.384634
42333.61609719,2.409857,2.597479,2.441051,1.384634
42333.61609720,2.399794,2.597479,2.441051,1.379605
42333.61609721,2.404825,2.597479,2.451109,1.394692
42333.61609723,2.404825,2.597479,2.446080,1.384634
42333.61609724,2.404825,2.597479,2.446080,1.389663
42333.61609725,2.404825,2.607551,2.446080,1.384634
42333.61609726,2.404825,2.602515,2.451109,1.379605
42333.61609727,2.399794,2.592444,2.456138,1.389663
42333.61609728,2.394762,2.592444,2.456138,1.384634
42333.61609730,2.394762,2.592444,2.456138,1.394692
42333.61609731,2.389730,2.597479,2.446080,1.384634
42333.61609732,2.389730,2.602515,2.446080,1.389663
42333.61609733,2.389730,2.602515,2.441051,1.389663
42333.61609734,2.404825,2.602515,2.441051,1.379605
42333.61609735,2.404825,2.602515,2.451109,1.384634
42333.61609736,2.399794,2.607551,2.451109,1.384634
42333.61609738,2.399794,2.597479,2.451109,1.384634
42333.61609739,2.404825,2.602515,2.461167,1.389663
42333.61609740,2.399794,2.587408,2.466196,1.384634
42333.61609741,2.404825,2.597479,2.456138,1.384634
42333.61609742,2.404825,2.592444,2.456138,1.389663
42333.61609743,2.394762,2.592444,2.446080,1.379605
42333.61609745,2.404825,2.597479,2.441051,1.389663
42333.61609746,2.399794,2.602515,2.446080,1.389663
42333.61609747,2.409857,2.597479,2.451109,1.384634
42333.61609748,2.399794,2.602515,2.446080,1.389663
42333.61609749,2.404825,2.612587,2.451109,1.389663
42333.61609750,2.399794,2.602515,2.451109,1.389663
42333.61609752,2.394762,2.592444,2.451109,1.379605
42333.61609753,2.399794,2.597479,2.446080,1.394692
42333.61609754,2.399794,2.597479,2.446080,1.384634
42333.61609755,2.404825,2.587408,2.441051,1.384634
42333.61609756,2.399794,2.597479,2.451109,1.384634
42333.61609757,2.399794,2.597479,2.451109,1.379605
42333.61609758,2.404825,2.597479,2.456138,1.394692
42333.61609760,2.404825,2.602515,2.446080,1.384634
42333.61609761,2.404825,2.602515,2.446080,1.384634
42333.61609762,2.404825,2.597479,2.451109,1.384634
42333.61609763,2.404825,2.592444,2.451109,1.384634
42333.61609764,2.404825,2.597479,2.451109,1.384634
42333.61609765,2.399794,2.597479,2.451109,1.379605
42333.61609767,2.399794,2.592444,2.451109,1.379605
42333.61609768,2.399794,2.602515,2.446080,1.389663
42333.61609769,2.404825,2.592444,2.441051,1.379605
42333.61609770,2.404825,2.592444,2.441051,1.384634
42333.61609771,2.409857,2.592444,2.446080,1.379605
42333.61609772,2.404825,2.597479,2.446080,1.384634
42333.61609773,2.394762,2.597479,2.451109,1.389663
42333.61609775,2.404825,2.592444,2.461167,1.389663
42333.61609776,2.404825,2.592444,2.451109,1.389663
42333.61609777,2.394762,2.592444,2.441051,1.384634
42333.61609778,2.409857,2.592444,2.446080,1.384634
42333.61609779,2.409857,2.592444,2.451109,1.379605
42333.61609780,2.419920,2.597479,2.451109,1.384634
42333.61609782,2.409857,2.587408,2.436022,1.389663
42333.61609783,2.409857,2.602515,2.441051,1.379605
42333.61609784,2.409857,2.592444,2.446080,1.384634
42333.61609785,2.414889,2.592444,2.451109,1.384634
42333.61609786,2.404825,2.587408,2.456138,1.384634
42333.61609787,2.399794,2.597479,2.461167,1.384634
42333.61609789,2.399794,2.592444,2.456138,1.379605
42333.61609790,2.409857,2.592444,2.451109,1.389663
42333.61609791,2.414889,2.602515,2.451109,1.384634
42333.61609792,2.404825,2.602515,2.446080,1.379605
42333.61609793,2.414889,2.592444,2.446080,1.384634
42333.61609794,2.414889,2.597479,2.441051,1.384634
42333.61609795,2.404825,2.602515,2.446080,1.384634
42333.61609797,2.404825,2.607551,2.456138,1.384634
42333.61609798,2.394762,2.582372,2.461167,1.384634
42333.61609799,2.399794,2.587408,2.456138,1.389663
42333.61609800,2.389730,2.597479,2.456138,1.384634
42333.61609801,2.394762,2.592444,2.461167,1.384634
42333.61609802,2.404825,2.602515,2.461167,1.384634
42333.61609804,2.409857,2.592444,2.456138,1.399721
42333.61609805,2.409857,2.602515,2.451109,1.384634
42333.61609806,2.399794,2.602515,2.446080,1.384634
42333.61609807,2.404825,2.602515,2.446080,1.394692
42333.61609808,2.399794,2.592444,2.451109,1.384634
42333.61609809,2.399794,2.587408,2.466196,1.379605
42333.61609811,2.399794,2.592444,2.456138,1.384634
42333.61609812,2.404825,2.597479,2.446080,1.384634
42333.61609813,2.399794,2.592444,2.451109,1.389663
42333.61609814,2.399794,2.597479,2.451109,1.379605
42333.61609815,2.399794,2.597479,2.446080,1.379605
42333.61609816,2.409857,2.597479,2.446080,1.379605
42333.61609817,2.404825,2.597479,2.446080,1.379605
42333.61609819,2.404825,2.597479,2.451109,1.389663
42333.61609820,2.399794,2.587408,2.456138,1.384634
42333.61609821,2.399794,2.582372,2.461167,1.389663
42333.61609822,2.394762,2.587408,2.456138,1.379605
42333.61609823,2.394762,2.592444,2.446080,1.384634
42333.61609824,2.399794,2.597479,2.451109,1.379605
42333.61609826,2.404825,2.607551,2.461167,1.384634
42333.61609827,2.409857,2.597479,2.441051,1.384634
42333.61609828,2.409857,2.602515,2.430993,1.389663
42333.61609829,2.409857,2.597479,2.436022,1.384634
42333.61609830,2.414889,2.602515,2.436022,1.389663
42333.61609831,2.399794,2.592444,2.461167,1.394692
42333.61609833,2.399794,2.592444,2.456138,1.389663
42333.61609834,2.394762,2.597479,2.456138,1.379605
42333.61609835,2.394762,2.592444,2.456138,1.379605
42333.61609836,2.404825,2.592444,2.451109,1.384634
42333.61609837,2.404825,2.587408,2.456138,1.379605
42333.61609838,2.399794,2.602515,2.451109,1.384634
42333.61609839,2.399794,2.592444,2.441051,1.384634
42333.61609841,2.399794,2.597479,2.441051,1.379605
42333.61609842,2.409857,2.602515,2.451109,1.384634
42333.61609843,2.404825,2.592444,2.451109,1.389663
42333.61609844,2.404825,2.587408,2.451109,1.384634
42333.61609845,2.399794,2.592444,2.456138,1.379605
42333.61609846,2.399794,2.597479,2.446080,1.389663
42333.61609848,2.404825,2.592444,2.451109,1.389663
42333.61609849,2.409857,2.597479,2.451109,1.384634
42333.61609850,2.409857,2.607551,2.441051,1.389663
42333.61609851,2.409857,2.602515,2.446080,1.379605
42333.61609852,2.409857,2.602515,2.446080,1.379605
42333.61609853,2.404825,2.602515,2.446080,1.384634
42333.61609855,2.404825,2.597479,2.456138,1.389663
42333.61609856,2.409857,2.597479,2.451109,1.384634
42333.61609857,2.399794,2.607551,2.451109,1.389663
42333.61609858,2.409857,2.602515,2.456138,1.379605
42333.61609859,2.404825,2.592444,2.451109,1.379605
42333.61609860,2.409857,2.597479,2.451109,1.389663
42333.61609861,2.404825,2.597479,2.446080,1.389663
42333.61609863,2.404825,2.597479,2.441051,1.379605
42333.61609864,2.409857,2.597479,2.451109,1.384634
42333.61609865,2.404825,2.602515,2.461167,1.379605
42333.61609866,2.409857,2.592444,2.461167,1.384634
42333.61609867,2.409857,2.587408,2.456138,1.384634
42333.61609868,2.399794,2.597479,2.456138,1.399721
42333.61609870,2.404825,2.587408,2.451109,1.384634
42333.61609871,2.404825,2.597479,2.446080,1.384634
42333.61609872,2.409857,2.607551,2.441051,1.384634
42333.61609873,2.404825,2.597479,2.446080,1.384634
42333.61609874,2.404825,2.597479,2.446080,1.379605
42333.61609875,2.414889,2.597479,2.436022,1.384634
42333.61609876,2.409857,2.597479,2.441051,1.384634
42333.61609878,2.409857,2.592444,2.446080,1.384634
42333.61609879,2.404825,2.592444,2.451109,1.384634
42333.61609880,2.404825,2.592444,2.451109,1.384634
42333.61609881,2.404825,2.597479,2.441051,1.384634
42333.61609882,2.399794,2.592444,2.446080,1.379605
42333.61609883,2.404825,2.602515,2.451109,1.389663
42333.61609885,2.399794,2.602515,2.441051,1.384634
42333.61609886,2.399794,2.597479,2.446080,1.384634
